0;268.0;111.0;47.0;4.0;0.0;
0;269.0;41.0;12.0;3.0;0.0;
0;182.0;168.0;11.0;4.0;0.0;
0;-6.0;35.0;23.0;3.0;0.0;
0;101.0;-55.0;9.0;4.0;0.0;
0;293.0;210.0;19.0;4.0;0.0;
0;200.0;72.0;35.0;4.0;0.0;
0;175.0;64.0;44.0;4.0;0.0;
0;87.0;-4.0;15.0;4.0;0.0;
0;142.0;-88.0;36.0;4.0;0.0;
0;212.0;240.0;36.0;4.0;0.0;
0;185.0;-50.0;21.0;4.0;0.0;
0;25.0;-72.0;30.0;2.0;0.0;
0;55.0;212.0;24.0;2.0;0.0;
0;92.0;20.0;49.0;4.0;0.0;
0;62.0;237.0;19.0;2.0;0.0;
0;265.0;164.0;48.0;3.0;0.0;
0;53.0;56.0;15.0;3.0;0.0;
0;72.0;221.0;45.0;4.0;0.0;
0;199.0;219.0;40.0;3.0;0.0;
0;252.0;169.0;25.0;4.0;0.0;
0;204.0;240.0;9.0;4.0;0.0;
0;249.0;184.0;48.0;4.0;0.0;
0;70.0;-2.0;1.0;2.0;0.0;
0;295.0;182.0;27.0;2.0;0.0;
0;77.0;-79.0;10.0;2.0;0.0;
0;221.0;81.0;1.0;4.0;0.0;
0;41.0;219.0;27.0;4.0;0.0;
0;306.0;53.0;41.0;3.0;0.0;
0;279.0;105.0;37.0;3.0;0.0;
0;2.0;-92.0;22.0;3.0;1.0;
0;247.0;5.0;7.0;4.0;1.0;
0;47.0;198.0;34.0;2.0;1.0;
0;133.0;122.0;42.0;2.0;1.0;
0;225.0;41.0;25.0;2.0;1.0;
0;119.0;-70.0;47.0;3.0;1.0;
0;230.0;11.0;12.0;2.0;1.0;
0;78.0;138.0;5.0;4.0;1.0;
0;237.0;187.0;14.0;4.0;1.0;
0;57.0;-36.0;4.0;4.0;1.0;
0;120.0;151.0;34.0;2.0;2.0;
0;16.0;90.0;10.0;2.0;2.0;
0;132.0;-41.0;22.0;2.0;2.0;
0;67.0;90.0;28.0;3.0;2.0;
0;88.0;237.0;28.0;4.0;2.0;
0;287.0;-35.0;29.0;2.0;2.0;
0;108.0;251.0;5.0;2.0;2.0;
0;202.0;4.0;41.0;4.0;2.0;
0;162.0;-80.0;49.0;4.0;2.0;
0;8.0;-92.0;8.0;3.0;2.0;
0;133.0;-93.0;38.0;3.0;2.0;
0;269.0;-14.0;12.0;3.0;2.0;
0;61.0;9.0;32.0;2.0;2.0;
0;234.0;-64.0;33.0;2.0;2.0;
0;305.0;245.0;2.0;3.0;2.0;
0;220.0;42.0;24.0;4.0;2.0;
0;66.0;-32.0;3.0;4.0;2.0;
0;12.0;104.0;29.0;3.0;2.0;
0;276.0;224.0;27.0;4.0;2.0;
0;258.0;249.0;29.0;4.0;2.0;
0;57.0;-59.0;34.0;2.0;6.0;
0;223.0;93.0;5.0;2.0;4.0;
0;88.0;133.0;40.0;3.0;3.0;
0;-2.0;8.0;11.0;3.0;7.0;
0;238.0;153.0;3.0;4.0;6.0;
0;158.0;243.0;42.0;4.0;3.0;
0;89.0;-73.0;8.0;4.0;6.0;
0;79.0;13.0;10.0;3.0;3.0;
0;200.0;-45.0;9.0;3.0;4.0;
0;213.0;187.0;29.0;3.0;5.0;
0;231.0;59.0;43.0;4.0;4.0;
0;101.0;161.0;23.0;3.0;7.0;
0;182.0;207.0;39.0;2.0;5.0;
0;307.0;54.0;8.0;4.0;3.0;
0;163.0;139.0;49.0;2.0;5.0;
0;57.0;227.0;21.0;2.0;7.0;
0;90.0;36.0;31.0;3.0;3.0;
0;99.0;58.0;42.0;3.0;4.0;
0;103.0;65.0;21.0;3.0;5.0;
0;294.0;-18.0;22.0;4.0;4.0;
0;-6.0;-21.0;29.0;2.0;6.0;
0;143.0;-4.0;12.0;4.0;3.0;
0;106.0;75.0;25.0;2.0;6.0;
0;80.0;-18.0;4.0;2.0;4.0;
0;31.0;20.0;38.0;3.0;3.0;
0;259.0;24.0;23.0;3.0;7.0;
0;84.0;166.0;33.0;3.0;7.0;
0;301.0;-13.0;21.0;3.0;5.0;
0;159.0;172.0;23.0;4.0;5.0;
0;173.0;-8.0;33.0;2.0;3.0;
0;248.0;-24.0;47.0;3.0;4.0;
0;184.0;77.0;9.0;4.0;6.0;
0;307.0;246.0;41.0;2.0;5.0;
0;98.0;146.0;35.0;2.0;4.0;
0;245.0;-51.0;13.0;2.0;7.0;
0;229.0;99.0;22.0;2.0;7.0;
0;153.0;200.0;4.0;2.0;6.0;
0;109.0;11.0;7.0;3.0;7.0;
